"","name","funding_looking_for","product_status","description","tags","funding_type","funding_received","funding_expected","team_size","address","email","website"
"159","Kathmandubasai","Funding","Launched","kathmandubasai is the easiest way to find hostels in Kathmandu , Bhaktapur and Lalitpur.It also helps to search hostels nearby any college or institute like White house,PEA,NAME,VIBRANT,etc.","
                                                    hostel search online
                                                    best hostel in kathmandu
                                            ","Funding Type                                :  Series A","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Lalitpur,Imadol","kathmandubasai@gmail.com","www.kathmandubasai.com"
"160","KathmanduBasai","Funding","Launched","kathmandubasai is the easiest way to find hostels in Kathmandu also in Bhaktapur and Lalitpur.It also helps to search hostels nearby any college or institute like White house,PEA,NAME,VIBRANT,etc","
                                                    hostel search online
                                                    best hostel in kathmandu
                                            ","Funding Type                                :  Seed Round","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Lalitpur,Imadol","kathmandubasai@gmail.com","https://www.kathmandubasai.com/"
"161","Khalti-Digital Wallet","Funding","Project","Khalti is a digital wallet for instant, secure and hassle-free online payments in Nepal. Recharge your mobiles, pay bills, book tickets wherever you are.","
                                                    Online Payment Service
                                                    Digital Payment in Nepal
                                                    Digital Wallet
                                                    Khalti Wallet
                                            ","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 51-100","Bakhundole, Patan 44600","support@khalti.com","https://www.khalti.com"
"162","Khukuri Entertainment","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kathmandu, Nepal"," ","www.khukurient.com"
"163","Khukuri Motors","Partner","Others","This project is about setting up two wheeler and four wheeler Low-range,Mid-range and High-range Electric vehicle(scooter,motorbike, bicycle and UTV) manufacturing, renting and Selling in Nepal. While starting up the commercial production, we will start with low-range models. we will order every parts from china. That includes Motor, Controller, Batteries and Wheels. We will put these parts together in our design and in second phase we will make it as smarter as possible with software. The Software will be based on Mobile app and it will be able to customize riding style(Eco mode,travel mode and sport mode) including max. Power, max. Torque, max.range and more.","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  1 - 10 million","Team Size: 1-10","Pokhara","birajbhandari00977@gmail.com","character(0)"
"164","Kishaan","Other Opportunities","Others","c("""", ""Kishaan is a social networking app for Agro-Enthusiasts."")","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kathmandu, Nepal"," ","www.kishaan.np"
"165","Kist College","Funding","Project","c("""", ""Established in 1995, KIST is now a top +2 college in Nepal that offers high standard HSEB + 2 Science & Management courses, a range of top quality Bachelor’s degrees – BBA, BIM, BIT, BBS & BSc Microbiology – followed by excellent Master’s degrees – MBS & MSc Microbiology. It is well-known to most educators and students along with their families that our educational delivery, at the different levels we cover, is as good as the best anywhere! This is due to our dedicated, expert faculty and their unique learning-teaching. Also, we believe in student intake interlinked to academic excellence. Our ideal education yields top results in key examinations. KIST incontestably has a fine academic atmosphere with a pragmatic, student-centered, caring approach. First-rate amenities on campus plus well-managed transport facilities attract the best students. Also, a cafeteria, and separate boys' and girls' hostels are available at this centrally-located campus. Regular, quick public transport is always available a few hundred yards away We provide superb facilities such as a modern, well-stocked library with a useful adjunct, an e-library, serving all learning needs, and probably the best well-equipped laboratories. Notably, this institution has a purpose-built, well-engineered, and safe infrastructure so that everything on the campus reinforces student education and their overall development. The College, although situated downtown, exudes peace and positivity with its pleasant and peaceful premises next to the salubrious large pond Kamalpokhari. It has a spacious property most suitable for both indoor and outdoor activities. Ample opportunities for extracurricular or co-curricular activities or events are available so that students have a happy campus life. Above all, remarkable is the College ethos for all it does to transform students at all levels: +2, Bachelor's, and Master's. We ensure these goals through pastoral care, academic & career counseling, and the nurturing of academic skills alongside life-skills. KIST is a highly successful motivator for furthering your educational or career objectives and life goals.""
)","
                                                    top college in nepal for science
                                                    top science college in nepal
                                                    +2 science admission in kathmandu
                                                    top college in nepal for management
                                                    +2 management admission in kathmandu
                                                    +2 college in kathmandu
                                                    top +2 college in nepal
                                                    top 10+2 college in nepal
                                            ","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 51-100","KamalPokhari, Kathmandu","sapkota.alina22@gmail.com","http://kist.edu.np/"
"166","KitabTrade ","Funding","Pvt. Beta","character(0)","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 11-50","Bakhundole, Lalitpur, Nepal","info@kitabtrade.com","kitabtrade.com"
"167","KoolKat","Other Opportunities","Others","c("""", ""Koolkat is on-demand deliveries – perfected. Search from hundreds of thousands of items and order in a snap."")","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kathmandu, Nepal"," ","www.koolkat.in"
"168","Krishi Ghar","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kathmandu, Nepal","leoanishshretha@gmail.com","www.krishighar.com"
"169","Kulcahn Pvt. Ltd","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kathmandu, Nepal"," ","www.kulchan.com"
"170","Kuora","Other Opportunities","Public Beta","Kuora's mission is to participate and develop the world’s knowledge especially for those underprivileged, growing communities and people of so-called ""third-world"" countries. We want to connect those type of people with individuals who are open and want to share the knowledge and make the world better place. 

The heart of Kuora is questions — कुरा-कानी / सोध-पुछ / गफ-गाफ (in Nepalese) problems that affect the world, issues that explain world events, topics that guide critical life decisions, and inquiries that provide insights into why one person is different than others. Of course, you will find the similar platform elsewhere too, but we are shameless about stealing great ideas. 

And like the legendary Steve Jobs said in one of his interviews: 

""Ultimately it comes down to taste. It comes down to trying to expose yourself to the best things that humans have done and then try to bring those things into what you’re doing. I mean Picasso had a saying he said good artists copy great artists steal. And we have always been shameless about stealing great ideas.""

The only difference between us and other similar platforms is that we do not sell your data and personal information to third-parties and advertisers because we are not in the business of revenue generation through this platform but we are in the business of empowering people from everywhere and from all walks of life.  ","character(0)","Funding Type                                :  ","Total Funding Received                                :  Above 50 million","Total Funding Expected                                :  Undisclosed","Team Size: 11-50","Ratnanagar-02, Tandi
Chitwan, Nepal","support@kuora.co","https://kuora.co"
"171","Laundry Nepal","Funding","Project","Laundry nepal is a laundry pickup and delivery service. We collect laundry from all part of the valley and deliver them cleaned and dry.","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Sankhamul, New Baneshwor, Kathmandu ","info@laundrynepal.com","htttp://laundrynepal.com"
"172","Leapfrog Academy ","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Dillibazar (Opposite to Siddhi Polyclinic), Kathmandu, Nepal","enquire@leapfrog.academy","http://www.leapfrogacademy.com"
"173","LISHN.com","Other Opportunities","Others","c("""", ""Music for free. A place to find new and fresh music from artists you have loved and artists you are going to love."")","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Jwagal, Lalitpur, Nepal","yo@lishn.com","www.lishn.com"
"174","Log point","Other Opportunities","Others","c("""", ""LogPoint is a Copenhagen-based provider of security information and event management solutions."")","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Steel Tower, Jawalakhel"," ","http://www.logpoint.com"
"175","Lok sewa- Mantra Ideas","Other Opportunities","Others","c("""", ""All questions, answers, tips, tricks and information about loksewa."")","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Sankhamul, Kathmandu, Nepal","info@loksewanepal.com","www.loksewanepal.com"
"176","Luxury holiday treks","Funding","Project","Nepal offers probably the most rewarding and magnificent treks on the planet. The majority of the Trekking and Walking goes mainstream areas of Nepal, similar to Everest, Annapurna and Langtang. 

On beaten trails or virgin tracks, Nepal is a trekker's heaven, essentially. The clasp clop cadence of foot travel is an interesting approach to investigate so much and reach the nation. Trekking more often than not comprises of a progression of climbs and drops walking 5 to 7 hours (9 to 14 km for each day by and large, with a guide, cook and doormen. 

Trekkers depend on guides for identifying tracks and an introduction to the neighborhood individuals, their way of life, religion, and ways of life. A trekking course will regularly go through woodlands of rhododendron, bamboo, oak, and hemlock, visiting maybe a couple towns every day. Streams are crossed on log entries or suspension spans. It's a feeling of the considerable out-entryway, from the word 'go'. The Himalayas of Nepal comprises of probably the most well known trekking areas on the planet. 

It's not unordinary to cross snowfields in the morning and bathe in sub-tropical streams toward the evening. Generally, trekking courses are all around gone by nearby individuals, however remain unmarked without sign posts. You soon figure out how to find without anyone else. It's a test in abundance the distance. 

The target of trekking is not only a specific destination, but rather the excursion itself. You go at an unassuming pace, observing nature, country groups, and fantastic mountain scenes. 

Our employment is to guarantee your solace and security as we take you where you need to go, at your own particular pace. We demonstrate to you what you have come to see, and enable you to find things you had no clue existed there!","
                                                    Nepal trekking
                                                    treks in Nepal
                                            ","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","thamel","luxuryholidaytreks@gmail.com","http://luxuryholidaytreks.com"
"177","Machpay","Other Opportunities","Others","c("""", ""Machnet Inc. is a fully complaint bank-to-bank Cross-Border Electronic Funds Processing platform."")","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Hattisar, Kathmandu, Nepal"," ","www.machpay.com"
"178","magiamgialazada","Funding","Project","character(0)","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Viet Nam","lethao@gmail.com","https://magiamgialazada.vn"
"179","Makura Creations","Other Opportunities","Project","character(0)","
                                                    Website Design and Development
                                                    Web Application development
                                                    Mobile app Development
                                                    SEO
                                                    Social Media Marketing
                                            ","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Jyatha, Thamel Kathmandu","utsav_bhetu@hotmail.com","http://makuracreations.com"
"180","Malpot.com","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Malpot road, Bharatpur, Chitwan","info@malpot.com","www.malpot.com"
"181","Manpower Supply From Nepal","Other Opportunities","Others","Landmark HR Consultant is the Finest Recruitment Agency in Nepal as they have been endlessly contributing in the arena of manpower enrollments. They are a legal Manpower recruitment company in Nepal which is recognized under Government license that is 762 /064/065.
The Organization works with the aim to the devotion to the work and facilities we offer to our appreciated clients and candidates. Landmark is dedicated to offering consistent and most reliable employment service to the companies determining itself as a trusted Recruiting company in Nepal. ","
                                                    Manpower in Nepal
                                                    Recruiting Agency in Nepal
                                            ","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Ranibari Chock, Samakhusi, Kathmandu, Nepal","manpower.s@yahoo.com","http://www.manpowersupplyfromnepal.com/"
"182","Max Promo Nepal Pvt. Ltd.","Funding","Pvt. Beta","We are a  Blockchain technology tech people and we mainly focus on Blockchain Technology to make frictionless everything that is possible using blockchain technology. ","
                                                    blockchain
                                                    crypto
                                                    digital assets
                                            ","Funding Type                                :  Bootstrap","Total Funding Received                                :  Undisclosed","Total Funding Expected                                :  1 - 10 million","Team Size: 1-10","Kalimati, Kathmandu, Nepal","sunny@maxpromonepal.com.np","http://www.maxpromonepal.com.np"
"183","Mbush Games","Other Opportunities","Launched","c("""", ""Mbush Games are extremely dedicated enthusiastic GAMING STATION in Kathmandu NEPAL."")","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Rudramati Chowk, Kapan
","info@mbushgames.com.np","http://www.mbushgames.com.np"
"184","Mero Tutor","Other Opportunities","Launched","c("""", ""Mero tutor is basically a bridge between tutors and students/parents looking for them. There are a lot college going students/professionals who are willing to work part time as a (home) tutor. And there are parents or students looking for tutors. The motive of developing this platform is to connect these two."")","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kathmandu, Nepal"," ","http://www.merotutor.com"
"185","Meroanswer.com","Other Opportunities","Launched","c("""", ""Mero Answer.com helps you to prepare medical and engineering entrance in Nepal."")","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Paryatak Marga, Durbarmarg, Kathmandu
","info@meroanswer.com","http://www.meroanswer.com/"
"186","Merohostel.com","Other Opportunities","Launched","character(0)","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Siphal, Kathmandu, Nepal
","merohostel@gmail.com","http://www.merohostel.com"
"187","Metro Pasal","Other Opportunities","Launched","character(0)","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kupondole, Lalitpur, Nepal
","info2metropasal@gmail.com","http://www.metropasal.com/"
"188","Metrotarkari.com","Other Opportunities","Launched","c("""", ""Busy routine, rush-hours and hectic markets are unsettling people from trouble free reach to hygienic and fresh foods. Metrotarkari.com provides a highly managed hassle-free online market where you can get fresh items be it vegetables, fruits, meat products, dairy products, sprouts or any other food you name within your clicks."", ""We are one stop place to your need of fresh foods delivered to you with proper quality in desired time frame adding value to your foodstuff, supplying the best out of fresh items and mouth-watering organic products. Get into amazing deal with farm fresh products at your doorstep delivered free of cost. Yes you are right; we deliver at your doorstep without delivery cost."", 
""Metrotarkari.com is an enterprise of Metro-Vibes as an endeavor to combine city lifestyle with information technology."")","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Sanepa, Lalitpur, Nepal
"," ","http://www.metrotarkari.com"
"189","Milkmandu Dairy","Other Opportunities","Launched","character(0)","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kathmandu, Nepal","milkmandu@gmail.com","http://www.milkmandu.com/"
"190","MoCo","Other Opportunities","Launched","character(0)","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Jawalakhel, Lalitpur, Nepal"," ","http://www.moco.com.np/"
"191","Modern Cleaning and Servicing Nepal","Funding","Others","Modern Cleaning is one of the Best cleaning company in Nepal. This cleaning company provides quality services for gaining weight/value in the competitive markets due to their genuine work they were well known for the top-rated cleaning company in Nepal. They’re providing both commercial and residential cleaning services at affordable price in Kathmandu.

In overall, most of the residential cleaning services in Kathmandu valley is taken by the Modern Cleaning. They have been providing cleaning services for an enormous apartment in Kathmandu like Sunrise Apartment, CG Apartment, Sun City and Sterling Apartment etc.

Modern Cleaning is providing one of the best commercial cleaning services in Nepal and they are engaged in this business more than a decade. The company owes high skilled cleaning experts for their designation work or the clients came to them for cleaning business. They were providing cleaning services to the renowned commercial organizations like Star Hotels (Everest, Hyatt, Radisson), Kathmandu Mall, Civil Mall, Kathmandu City Center etc.","
                                                    cleaning agency in kathmandu
                                                    cleaning services in nepal
                                            ","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kalimatidole, Kathmandu, Nepal","cleaning.modern@yahoo.com","http://moderncleaning.com.np/"
"192","Mr Cake Nepal","Funding","Launched","character(0)","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  0 - 1million","Team Size: 1-10","Koteshwor 35 kathmandu","hi@mrcakenepal.com","http://mrcakenepal.com/"
"193","MyFreeadmission.com","Funding","Launched","Myfreeadmission.com aims to work as a guide for your educational pathway. It is your one-stop solution to collect information on national as well as international educational institutions of your choice. Here, you can get essential information about the colleges including subjects, fee structure and scholarship schemes they offer.

With myfreeadmission.com, you can:

List colleges based on their subjects, level of study, faculty, location, fee structure, etc.

Compare colleges, and get insight on why and how a college would be fit for you and you academic future.

Stay updated with educational developments within the country and worldwide.

 Get counseling regarding what subject(s) to choose, which college to approach and how affordable it would be for you.
","
                                                    College Search engine | online admission portal in Nepal |
                                            ","Funding Type                                :  ","Total Funding Received                                :  0 - 1million","Total Funding Expected                                :  1 - 10 million","Team Size: 1-10","Tinkune","info@myfreeadmission.com","https://myfreeadmission.com/"
"194","Nanosoft pvt. Ltd","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Pokhara, Nepal"," ","http://nanosoft.com.np/"
"195","Nep flight","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Jyatha, Thamel, Kathmandu, Nepal"," ","http://nepflights.com/"
"196","Nepal Adventure Pilgrimage Treks and Expedition Pvt. Ltd.","Other Opportunities","Launched","Nepal Adventure Pilgrimage Treks and Expedition Pvt. Ltd. is the Nepal Government registered travel company situated in Paknajol, Thamel with the motto of ""Good Hospitality for Travelers"" to guide for foreigners in Nepal. Our company have many top trekking packages such as Everest Base Camp Trek, Annapurna Circuit Trek and other top trekking destinations of Nepal. We provide best quality service at very low rate.","
                                                    Everest Base Camp Trek
                                                    Trekking in Nepal
                                                    Travel
                                                    Tour in Nepal
                                            ","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  0 - 1million","Team Size: 1-10","Near Moonlight Hotel, Paknajol, Thamel
Kathmandu, Nepal, 44600","info@nepaladventurepilgrimage.com","http://www.nepaladventurepilgrimage.com"
"197","Nepal Auto Rental","Other Opportunities","Launched","Nepal Auto Rental is a reliable 24 hour car service which offers you safe, clean and dependable car service and its also famous for fast, secure and efficient door-to-door service.","
                                                    Car Hire in Nepal
                                            ","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 11-50","Lazimpat","contact@nepalautorental.com","wwwnepalautorental.com"
"198","Nepal B2B","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: Above 500","Kandevtasthan, Kupondole, Lalitpur, Nepal "," ","http://www.nepalb2b.com/"
"199","Nepal Holiday Treks And Tours Pvt. Ltd","Other Opportunities","Others","Dear Sir/Madam,
We would like to take this opportunity to introduce our company. We are Nepal Holiday Treks and Tours, a government registered private trekking company from Nepal. We organise holidays for travellers both old and young in Nepal, Tibet, Bhutan and India which includes various activities like trekking, tours, expeditions and much more.
We would like to extend our interests in placing our advertisement on your company (website) in order to grow our business.
Thank you very much, and we hope to receive your favourable response soon.
Best Regards,
Ramesh Bajgain
Managing Director,
Nepal Holiday Treks and Tours Pvt. Ltd
info@nepalholidaytreksandtours.com
nepalholidaytreksandtours5@gmail.com 
Whatsapp ID: +977-984-377-0916
http://www.nepalholidaytreksandtours.com/﻿","character(0)","Funding Type                                :  ","Total Funding Received                                :  None","Total Funding Expected                                :  None","character(0)","Thamel, chowk Kathmandu","nepalholidaytreksandtours5@gmail.com","http://www.nepalholidaytreksandtours.com"
"200","Nepal IT.com","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: Above 500","kathmandu, Nepal "," ","http://nepalit.com/"
"201","Nepal Kailash Trekking ","Funding","Project"," Located in the diverse, enchanting country of Nepal, Kailash is a trekking company in Nepal creating memorable trips for every visitor. Nepal Kailash Trekking does its best to protect the landscapes and present its untouched beauty. Unlike other operators, every Kailash trekking tour is designed to expose a different characteristic of this beautiful part of the world – from the breath-taking Mount Everest to the cultural adventures you can experience on trips such as to the pristine glaciers.

Our Trekking Tour Packages
We have structured several packages designed to offer the exact experience and emotions you want. Whether you are on a search for true solitude in the birthplace of Buddha, or an adventure to the world’s highest point, we have a package for you. 
From comfortable lodges to camping the true sense of the world, our friendly local guides will educate and entice you by sharing their unique culture and hospitality.
And you are not only limited to a single route. You can trek the range, visit local lakes, take on Mt Everest itself, visit Tibet, or set your path visiting tea houses to create an unforgettable journey.

Helping Nepal: Trekking Packages and The Community
Since the devastating earthquake of April 25, 2015, the local community has prayed for the safety of trekkers as they rebuild their lives and their economy.
Those prayers have been answered, and the major trekking routes along the Langtang Valley have been opened.
This means that the community can slowly start to grow again, but only with the help of investments from tourism. As a proud local trekking operator in Nepal, we support local people with jobs and encourage guests to visit us and do the same. This is why we strongly request to hire Nepal trekking guide or at least a porter. It makes big difference to having a trekking guide or porter during your trekking trip because of our top concern is your safety and to provide as much as information about the country during your short trip of the lifetime.

Say “Namaste” to Nepal
We are ready to welcome you to our world through a trekking tour you will never forget, and Nepal is looking forward to you.","
                                                    Nepal Kailash Trekking
                                                    Kailash Trekking Company
                                                    Nepal Trekking Tour Packages
                                                    Reliable trekking Company in Nepal
                                                    
                                            ","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Khussibu Sadak, 16, Naya Bazaar, Kathmandu, Nepal","kailashtrekking@gmail.com","http://nepalkailashtrekking.com"
"202","Nepal Realistic Solution Pvt.Ltd","Funding","Others","We are a boutique management and technology consulting firm based in Kathmandu, Nepal. We offer our clients practical and creative solutions to their complex business challenges. Our team of highly talented and dedicated professionals help leaders make informed decisions that drive sustainable growth.","
                                                    #Nepal_Realistic_Solution
                                            ","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kumaripati,Lalitpur","info@nrsnepal.com","www.nrsnepal.com"
"203","Nepal Travel Master","Other Opportunities","Launched","NEPAL TRAVEL MASTER – NTM is Nepal based inbound and outbound tour, trek and expedition operator. We provide all kind of travel services and hospitality to our valued customers.

Our major aim is to promote and provide leisure, luxury, adventure and business tourism. We offer leisure and luxury tour packages like Cultural & religious tour, jungle& wildlife safari, golf tour, filming tours, Heli tours), Adventure packages like Trekking, climbing, motor biking, mountain biking, rafting, paragliding, zip flyers, bungee jumping, cable car) and Business/MICE (Meeting, Incentive, Conference and Exhibition) of governmental and non - governmental organization","character(0)","Funding Type                                :  Seed Round","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Naayabazar, Kathmandu, Nepal","info@travelmasternepal.com","http://www.travelmasternepal"
"204","Nepal Trekkers Booking Treks and Expedition Pvt.Ltd.","Other Opportunities","Launched","Nepal Trekkers Booking Treks and Expedition Pvt.Ltd. is a trekking and tour operator in Nepal registered officially since 2016. Founder, Mr.Ramesh Dhamala is an travel expert with 9 years of experience in tourism sector.

The company mainly focuses on providing the best trek and tour packages to the travel seekers and adventure freaks making their journey safe to any part of their Nepal visit.","
                                                    travel agency in Nepal
                                                    trekking in Nepal
                                                    tour in Nepal
                                                    trekking packages
                                                    everest base camp trek
                                                    explore nepal
                                                    visit nepal
                                            ","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Thamel, Kathmandu-Nepal","rdhamala6@gmail.com","http://www.trekkersnepal.com/"
"205","Nepali Bytes","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: Above 500","Kathmandu, Nepal"," ","http://nepalibytes.com/"
"206","Nepali Dhobi Pvt. Ltd. ","Funding","Launched","Nepali Dhobi is an on-demand laundry and dry-cleaning service provider. Our recommended services are: 

1. Wash and Fold - NRs. 120 per KG 
2. Wash and Iron - NRs. 150 per KG 
3. Premium Laundry - NRs. 180 per KG 
4. Dry Cleaning

We take 48 hours of turnaround time and offer FREE pickup and delivery. 

Dry-cleaning charges vary according to the fabric and cloth. 

For details: Please visit: www.nepalidhobi.com or call us at 9803615075, 9863328470.","
                                                    On-demand laundry in Nepal
                                                    Laundry service in Kathmandu
                                                    Laundry in Nepal
                                                    Laundry in Kathmandu
                                                    Dry Cleaners in Kathmandu
                                                    Online Dry Cleaners in Kathmandu
                                            ","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  0 - 1million","Team Size: 11-50","Sarswotisthan, Gairidhara -02, Kathmandu, Nepal ","hello@nepalidhobi.com","www.nepalidhobi.com"
"207","Nepali Paisa","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Durbarmarg, Kathmandu, Nepal"," ","http://www.nepalipaisa.com/"
"208","Nepdict","Other Opportunities","Launched","character(0)","
                                                    english nepali dictionary
                                                    nepali dictionary
                                                    unicode
                                                    unicode conversion
                                            ","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","www.nepdict.com","info@nepdict.com","http://www.nepdict.com"
"209","NepFinder innvoative IT Solution","Funding","Project","NepFinder Innovative IT Solution is a software development company with offices in the Basundhara,Kathmandu,Nepal. Since March 30, 2014, nepfinder has acquired the reputation of a reliable provider of highly professional software programming skills to a lot of clients from the all over nepal.

nepfinder Innovative IT Solution is the only customer centric enterprise social software company that enables companies – in a single suite— to connect employees, customers and partners to engage in business, share knowledge and collaborate.","
                                                    Edutech
                                            ","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Basundhara Chowk
Dhapasi, Marg","rbnkoirala@gmail.com","http://www.nepfinder.com"
"210","Nepgeeks Technology","Funding","Project","character(0)","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Putalisadak
Kathmandu","nepgeeks@outlook.com","http://nepgeeks.com/"
"211","Nepifieds","Partner","Launched","character(0)","
                                                    nepal classifieds
                                                    nepifieds
                                                    nepal ads
                                                    sell things in nepal
                                                    old thing selling
                                                    new things selling
                                            ","Funding Type                                :  ","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","All Nepal","support@nepifieds.com","http://www.nepifieds.com"
"212","NepXpress","Partner","Launched","NepXpress, is established for catering to the dynamic needs of eCommerce industry which is growing by leaps and bounds. NepXpress is poised to take on the challenges and allow its clients to focus on their core activity. We at NepXpress are committed to work for our clients with passion, respect, openness and integrity to meet the ever-changing demands with respect to logistics and fulfillment.
FAST | RELIABLE | REASONABLE","
                                                    eCommerce
                                                    Nepal
                                                    Logistics
                                                    Courier
                                                    Service
                                                    Provider
                                                    Kathmandu
                                            ","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  0 - 1million","Team Size: 1-10","Bakhundole -1 Lalitpur, Nepal","nepxpress@gmail.com","http://www.NepXpress.com"
"213","Netraum Ayurveda","Funding","Launched","Netraum Ayurveda commenced its Journey after getting Miracle result in Cataract and Visually Impaired persons. We have conducted Free Health Camps with the help of NGO "" Om Charitable Society""  and have  cured more than 5000 patients.  We have a team of 5 Traditional Ayurveda Healers with hidden remedy of Ayurveda too. Cataract is cured within 30 days without Surgery and Vision is also improved  without any side effects. Nearsightedness (Myopia) and Vision blurriness cured within 7 days
","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","95, Jairam Complex
Sharda Chowk","netraumayurveda@gmail.com","www.netram.in"
